"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"04/01/2026 17:30:00 - 04/01/2026 17:45:00","Germany (DE)","Fossil Gas","13569.99"
"04/01/2026 17:45:00 - 04/01/2026 18:00:00","Germany (DE)","Fossil Gas","13579.80"
"04/01/2026 18:00:00 - 04/01/2026 18:15:00","Germany (DE)","Fossil Gas","13601.44"
"04/01/2026 18:15:00 - 04/01/2026 18:30:00","Germany (DE)","Fossil Gas","13605.19"
"04/01/2026 18:30:00 - 04/01/2026 18:45:00","Germany (DE)","Fossil Gas","13595.69"
"04/01/2026 18:45:00 - 04/01/2026 19:00:00","Germany (DE)","Fossil Gas","13572.59"
"04/01/2026 19:00:00 - 04/01/2026 19:15:00","Germany (DE)","Fossil Gas","13557.43"
"04/01/2026 19:15:00 - 04/01/2026 19:30:00","Germany (DE)","Fossil Gas","13587.93"
"04/01/2026 19:30:00 - 04/01/2026 19:45:00","Germany (DE)","Fossil Gas","13592.97"
"04/01/2026 19:45:00 - 04/01/2026 20:00:00","Germany (DE)","Fossil Gas","13607.31"
"04/01/2026 20:00:00 - 04/01/2026 20:15:00","Germany (DE)","Fossil Gas","13638.51"
"04/01/2026 20:15:00 - 04/01/2026 20:30:00","Germany (DE)","Fossil Gas","13659.13"
"04/01/2026 20:30:00 - 04/01/2026 20:45:00","Germany (DE)","Fossil Gas","13677.37"
"04/01/2026 20:45:00 - 04/01/2026 21:00:00","Germany (DE)","Fossil Gas","13644.61"
"04/01/2026 21:00:00 - 04/01/2026 21:15:00","Germany (DE)","Fossil Gas","13627.88"
"04/01/2026 21:15:00 - 04/01/2026 21:30:00","Germany (DE)","Fossil Gas","13640.37"
"04/01/2026 21:30:00 - 04/01/2026 21:45:00","Germany (DE)","Fossil Gas","13619.98"
"04/01/2026 21:45:00 - 04/01/2026 22:00:00","Germany (DE)","Fossil Gas","13609.49"
"04/01/2026 22:00:00 - 04/01/2026 22:15:00","Germany (DE)","Fossil Gas","13591.69"
"04/01/2026 22:15:00 - 04/01/2026 22:30:00","Germany (DE)","Fossil Gas","13518.43"
"04/01/2026 22:30:00 - 04/01/2026 22:45:00","Germany (DE)","Fossil Gas","13514.85"
"04/01/2026 22:45:00 - 04/01/2026 23:00:00","Germany (DE)","Fossil Gas","13458.00"
"04/01/2026 23:00:00 - 04/01/2026 23:15:00","Germany (DE)","Fossil Gas","13366.96"
"04/01/2026 23:15:00 - 04/01/2026 23:30:00","Germany (DE)","Fossil Gas","13320.71"
"04/01/2026 23:30:00 - 04/01/2026 23:45:00","Germany (DE)","Fossil Gas","13251.20"
"04/01/2026 23:45:00 - 05/01/2026 00:00:00","Germany (DE)","Fossil Gas","13202.63"
"05/01/2026 00:00:00 - 05/01/2026 00:15:00","Germany (DE)","Fossil Gas","13347.29"
"05/01/2026 00:15:00 - 05/01/2026 00:30:00","Germany (DE)","Fossil Gas","13339.26"
"05/01/2026 00:30:00 - 05/01/2026 00:45:00","Germany (DE)","Fossil Gas","13305.21"
"05/01/2026 00:45:00 - 05/01/2026 01:00:00","Germany (DE)","Fossil Gas","13307.64"
"05/01/2026 01:00:00 - 05/01/2026 01:15:00","Germany (DE)","Fossil Gas","13292.95"
"05/01/2026 01:15:00 - 05/01/2026 01:30:00","Germany (DE)","Fossil Gas","13145.98"
"05/01/2026 01:30:00 - 05/01/2026 01:45:00","Germany (DE)","Fossil Gas","13149.48"
"05/01/2026 01:45:00 - 05/01/2026 02:00:00","Germany (DE)","Fossil Gas","13217.07"
"05/01/2026 02:00:00 - 05/01/2026 02:15:00","Germany (DE)","Fossil Gas","13213.62"
"05/01/2026 02:15:00 - 05/01/2026 02:30:00","Germany (DE)","Fossil Gas","13103.90"
"05/01/2026 02:30:00 - 05/01/2026 02:45:00","Germany (DE)","Fossil Gas","13093.88"
"05/01/2026 02:45:00 - 05/01/2026 03:00:00","Germany (DE)","Fossil Gas","13102.04"
"05/01/2026 03:00:00 - 05/01/2026 03:15:00","Germany (DE)","Fossil Gas","13152.10"
"05/01/2026 03:15:00 - 05/01/2026 03:30:00","Germany (DE)","Fossil Gas","13119.15"
"05/01/2026 03:30:00 - 05/01/2026 03:45:00","Germany (DE)","Fossil Gas","13180.49"
"05/01/2026 03:45:00 - 05/01/2026 04:00:00","Germany (DE)","Fossil Gas","13290.49"
"05/01/2026 04:00:00 - 05/01/2026 04:15:00","Germany (DE)","Fossil Gas","13437.85"
"05/01/2026 04:15:00 - 05/01/2026 04:30:00","Germany (DE)","Fossil Gas","13314.68"
"05/01/2026 04:30:00 - 05/01/2026 04:45:00","Germany (DE)","Fossil Gas","13338.99"
"05/01/2026 04:45:00 - 05/01/2026 05:00:00","Germany (DE)","Fossil Gas","13315.71"
"05/01/2026 05:00:00 - 05/01/2026 05:15:00","Germany (DE)","Fossil Gas","13521.91"
"05/01/2026 05:15:00 - 05/01/2026 05:30:00","Germany (DE)","Fossil Gas","13377.79"
"05/01/2026 05:30:00 - 05/01/2026 05:45:00","Germany (DE)","Fossil Gas","13420.38"
"05/01/2026 05:45:00 - 05/01/2026 06:00:00","Germany (DE)","Fossil Gas","13510.62"
"05/01/2026 06:00:00 - 05/01/2026 06:15:00","Germany (DE)","Fossil Gas","14006.29"
"05/01/2026 06:15:00 - 05/01/2026 06:30:00","Germany (DE)","Fossil Gas","14300.72"
"05/01/2026 06:30:00 - 05/01/2026 06:45:00","Germany (DE)","Fossil Gas","14408.74"
"05/01/2026 06:45:00 - 05/01/2026 07:00:00","Germany (DE)","Fossil Gas","14464.10"
"05/01/2026 07:00:00 - 05/01/2026 07:15:00","Germany (DE)","Fossil Gas","14747.20"
"05/01/2026 07:15:00 - 05/01/2026 07:30:00","Germany (DE)","Fossil Gas","14872.21"
"05/01/2026 07:30:00 - 05/01/2026 07:45:00","Germany (DE)","Fossil Gas","15055.21"
"05/01/2026 07:45:00 - 05/01/2026 08:00:00","Germany (DE)","Fossil Gas","15293.05"
"05/01/2026 08:00:00 - 05/01/2026 08:15:00","Germany (DE)","Fossil Gas","15416.59"
"05/01/2026 08:15:00 - 05/01/2026 08:30:00","Germany (DE)","Fossil Gas","15446.22"
"05/01/2026 08:30:00 - 05/01/2026 08:45:00","Germany (DE)","Fossil Gas","15472.51"
"05/01/2026 08:45:00 - 05/01/2026 09:00:00","Germany (DE)","Fossil Gas","15560.56"
"05/01/2026 09:00:00 - 05/01/2026 09:15:00","Germany (DE)","Fossil Gas","15644.96"
"05/01/2026 09:15:00 - 05/01/2026 09:30:00","Germany (DE)","Fossil Gas","15728.67"
"05/01/2026 09:30:00 - 05/01/2026 09:45:00","Germany (DE)","Fossil Gas","15831.50"
"05/01/2026 09:45:00 - 05/01/2026 10:00:00","Germany (DE)","Fossil Gas","15940.57"
"05/01/2026 10:00:00 - 05/01/2026 10:15:00","Germany (DE)","Fossil Gas","15978.33"
"05/01/2026 10:15:00 - 05/01/2026 10:30:00","Germany (DE)","Fossil Gas","16015.50"
"05/01/2026 10:30:00 - 05/01/2026 10:45:00","Germany (DE)","Fossil Gas","16068.51"
"05/01/2026 10:45:00 - 05/01/2026 11:00:00","Germany (DE)","Fossil Gas","16125.13"
"05/01/2026 11:00:00 - 05/01/2026 11:15:00","Germany (DE)","Fossil Gas","16156.04"
"05/01/2026 11:15:00 - 05/01/2026 11:30:00","Germany (DE)","Fossil Gas","16260.19"
"05/01/2026 11:30:00 - 05/01/2026 11:45:00","Germany (DE)","Fossil Gas","16271.07"
"05/01/2026 11:45:00 - 05/01/2026 12:00:00","Germany (DE)","Fossil Gas","16321.49"
"05/01/2026 12:00:00 - 05/01/2026 12:15:00","Germany (DE)","Fossil Gas","16327.98"
"05/01/2026 12:15:00 - 05/01/2026 12:30:00","Germany (DE)","Fossil Gas","16335.94"
"05/01/2026 12:30:00 - 05/01/2026 12:45:00","Germany (DE)","Fossil Gas","16332.71"
"05/01/2026 12:45:00 - 05/01/2026 13:00:00","Germany (DE)","Fossil Gas","16363.46"
"05/01/2026 13:00:00 - 05/01/2026 13:15:00","Germany (DE)","Fossil Gas","16376.42"
"05/01/2026 13:15:00 - 05/01/2026 13:30:00","Germany (DE)","Fossil Gas","16404.43"
"05/01/2026 13:30:00 - 05/01/2026 13:45:00","Germany (DE)","Fossil Gas","16422.68"
"05/01/2026 13:45:00 - 05/01/2026 14:00:00","Germany (DE)","Fossil Gas","16478.69"
"05/01/2026 14:00:00 - 05/01/2026 14:15:00","Germany (DE)","Fossil Gas","16490.12"
"05/01/2026 14:15:00 - 05/01/2026 14:30:00","Germany (DE)","Fossil Gas","16515.18"
"05/01/2026 14:30:00 - 05/01/2026 14:45:00","Germany (DE)","Fossil Gas","16552.28"
"05/01/2026 14:45:00 - 05/01/2026 15:00:00","Germany (DE)","Fossil Gas","16667.28"
"05/01/2026 15:00:00 - 05/01/2026 15:15:00","Germany (DE)","Fossil Gas","16671.99"
"05/01/2026 15:15:00 - 05/01/2026 15:30:00","Germany (DE)","Fossil Gas","16702.43"
"05/01/2026 15:30:00 - 05/01/2026 15:45:00","Germany (DE)","Fossil Gas","16711.29"
"05/01/2026 15:45:00 - 05/01/2026 16:00:00","Germany (DE)","Fossil Gas","16742.09"
"05/01/2026 16:00:00 - 05/01/2026 16:15:00","Germany (DE)","Fossil Gas","16779.60"
"05/01/2026 16:15:00 - 05/01/2026 16:30:00","Germany (DE)","Fossil Gas","16748.16"
"05/01/2026 16:30:00 - 05/01/2026 16:45:00","Germany (DE)","Fossil Gas","16780.43"
"05/01/2026 16:45:00 - 05/01/2026 17:00:00","Germany (DE)","Fossil Gas","16819.67"
"05/01/2026 17:00:00 - 05/01/2026 17:15:00","Germany (DE)","Fossil Gas","16874.80"
"05/01/2026 17:15:00 - 05/01/2026 17:30:00","Germany (DE)","Fossil Gas","16929.99"
"05/01/2026 17:30:00 - 05/01/2026 17:45:00","Germany (DE)","Fossil Gas","16977.33"
"05/01/2026 17:45:00 - 05/01/2026 18:00:00","Germany (DE)","Fossil Gas","16999.10"
"05/01/2026 18:00:00 - 05/01/2026 18:15:00","Germany (DE)","Fossil Gas","16987.64"
"05/01/2026 18:15:00 - 05/01/2026 18:30:00","Germany (DE)","Fossil Gas","16986.94"
"05/01/2026 18:30:00 - 05/01/2026 18:45:00","Germany (DE)","Fossil Gas","16974.55"
"05/01/2026 18:45:00 - 05/01/2026 19:00:00","Germany (DE)","Fossil Gas","16979.57"
"05/01/2026 19:00:00 - 05/01/2026 19:15:00","Germany (DE)","Fossil Gas","16966.58"
"05/01/2026 19:15:00 - 05/01/2026 19:30:00","Germany (DE)","Fossil Gas","16932.13"
"05/01/2026 19:30:00 - 05/01/2026 19:45:00","Germany (DE)","Fossil Gas","16920.76"
"05/01/2026 19:45:00 - 05/01/2026 20:00:00","Germany (DE)","Fossil Gas","16770.39"
"05/01/2026 20:00:00 - 05/01/2026 20:15:00","Germany (DE)","Fossil Gas","16615.76"
"05/01/2026 20:15:00 - 05/01/2026 20:30:00","Germany (DE)","Fossil Gas","16481.61"
"05/01/2026 20:30:00 - 05/01/2026 20:45:00","Germany (DE)","Fossil Gas","16277.60"
"05/01/2026 20:45:00 - 05/01/2026 21:00:00","Germany (DE)","Fossil Gas","16230.89"
"05/01/2026 21:00:00 - 05/01/2026 21:15:00","Germany (DE)","Fossil Gas","16026.21"
"05/01/2026 21:15:00 - 05/01/2026 21:30:00","Germany (DE)","Fossil Gas","15983.63"
"05/01/2026 21:30:00 - 05/01/2026 21:45:00","Germany (DE)","Fossil Gas","15779.53"
"05/01/2026 21:45:00 - 05/01/2026 22:00:00","Germany (DE)","Fossil Gas","15674.59"
"05/01/2026 22:00:00 - 05/01/2026 22:15:00","Germany (DE)","Fossil Gas","15496.12"
"05/01/2026 22:15:00 - 05/01/2026 22:30:00","Germany (DE)","Fossil Gas","15416.54"
"05/01/2026 22:30:00 - 05/01/2026 22:45:00","Germany (DE)","Fossil Gas","15413.55"
"05/01/2026 22:45:00 - 05/01/2026 23:00:00","Germany (DE)","Fossil Gas","15171.63"
"05/01/2026 23:00:00 - 05/01/2026 23:15:00","Germany (DE)","Fossil Gas","14932.27"
"05/01/2026 23:15:00 - 05/01/2026 23:30:00","Germany (DE)","Fossil Gas","14752.65"
"05/01/2026 23:30:00 - 05/01/2026 23:45:00","Germany (DE)","Fossil Gas","14755.21"
"05/01/2026 23:45:00 - 06/01/2026 00:00:00","Germany (DE)","Fossil Gas","14767.31"
"06/01/2026 00:00:00 - 06/01/2026 00:15:00","Germany (DE)","Fossil Gas","14888.01"
"06/01/2026 00:15:00 - 06/01/2026 00:30:00","Germany (DE)","Fossil Gas","14919.01"
"06/01/2026 00:30:00 - 06/01/2026 00:45:00","Germany (DE)","Fossil Gas","14882.99"
"06/01/2026 00:45:00 - 06/01/2026 01:00:00","Germany (DE)","Fossil Gas","14869.94"
"06/01/2026 01:00:00 - 06/01/2026 01:15:00","Germany (DE)","Fossil Gas","14904.67"
"06/01/2026 01:15:00 - 06/01/2026 01:30:00","Germany (DE)","Fossil Gas","14913.47"
"06/01/2026 01:30:00 - 06/01/2026 01:45:00","Germany (DE)","Fossil Gas","14954.14"
"06/01/2026 01:45:00 - 06/01/2026 02:00:00","Germany (DE)","Fossil Gas","14994.85"
"06/01/2026 02:00:00 - 06/01/2026 02:15:00","Germany (DE)","Fossil Gas","14922.31"
"06/01/2026 02:15:00 - 06/01/2026 02:30:00","Germany (DE)","Fossil Gas","14926.94"
"06/01/2026 02:30:00 - 06/01/2026 02:45:00","Germany (DE)","Fossil Gas","14706.37"
"06/01/2026 02:45:00 - 06/01/2026 03:00:00","Germany (DE)","Fossil Gas","14714.46"
"06/01/2026 03:00:00 - 06/01/2026 03:15:00","Germany (DE)","Fossil Gas","14864.36"
"06/01/2026 03:15:00 - 06/01/2026 03:30:00","Germany (DE)","Fossil Gas","15015.36"
"06/01/2026 03:30:00 - 06/01/2026 03:45:00","Germany (DE)","Fossil Gas","15032.22"
"06/01/2026 03:45:00 - 06/01/2026 04:00:00","Germany (DE)","Fossil Gas","15072.40"
"06/01/2026 04:00:00 - 06/01/2026 04:15:00","Germany (DE)","Fossil Gas","15186.28"
"06/01/2026 04:15:00 - 06/01/2026 04:30:00","Germany (DE)","Fossil Gas","15202.39"
"06/01/2026 04:30:00 - 06/01/2026 04:45:00","Germany (DE)","Fossil Gas","15270.72"
"06/01/2026 04:45:00 - 06/01/2026 05:00:00","Germany (DE)","Fossil Gas","15361.11"
"06/01/2026 05:00:00 - 06/01/2026 05:15:00","Germany (DE)","Fossil Gas","15725.55"
"06/01/2026 05:15:00 - 06/01/2026 05:30:00","Germany (DE)","Fossil Gas","15843.62"
"06/01/2026 05:30:00 - 06/01/2026 05:45:00","Germany (DE)","Fossil Gas","15871.35"
"06/01/2026 05:45:00 - 06/01/2026 06:00:00","Germany (DE)","Fossil Gas","15918.96"
"06/01/2026 06:00:00 - 06/01/2026 06:15:00","Germany (DE)","Fossil Gas","16150.10"
"06/01/2026 06:15:00 - 06/01/2026 06:30:00","Germany (DE)","Fossil Gas","16200.30"
"06/01/2026 06:30:00 - 06/01/2026 06:45:00","Germany (DE)","Fossil Gas","16184.35"
"06/01/2026 06:45:00 - 06/01/2026 07:00:00","Germany (DE)","Fossil Gas","16353.05"
"06/01/2026 07:00:00 - 06/01/2026 07:15:00","Germany (DE)","Fossil Gas","16687.04"
"06/01/2026 07:15:00 - 06/01/2026 07:30:00","Germany (DE)","Fossil Gas","16872.10"
"06/01/2026 07:30:00 - 06/01/2026 07:45:00","Germany (DE)","Fossil Gas","16893.45"
"06/01/2026 07:45:00 - 06/01/2026 08:00:00","Germany (DE)","Fossil Gas","17101.73"
"06/01/2026 08:00:00 - 06/01/2026 08:15:00","Germany (DE)","Fossil Gas","17095.97"
"06/01/2026 08:15:00 - 06/01/2026 08:30:00","Germany (DE)","Fossil Gas","17095.46"
"06/01/2026 08:30:00 - 06/01/2026 08:45:00","Germany (DE)","Fossil Gas","17175.32"
"06/01/2026 08:45:00 - 06/01/2026 09:00:00","Germany (DE)","Fossil Gas","17126.65"
"06/01/2026 09:00:00 - 06/01/2026 09:15:00","Germany (DE)","Fossil Gas","17079.64"
"06/01/2026 09:15:00 - 06/01/2026 09:30:00","Germany (DE)","Fossil Gas","17258.10"
"06/01/2026 09:30:00 - 06/01/2026 09:45:00","Germany (DE)","Fossil Gas","17254.22"
"06/01/2026 09:45:00 - 06/01/2026 10:00:00","Germany (DE)","Fossil Gas","17236.62"
"06/01/2026 10:00:00 - 06/01/2026 10:15:00","Germany (DE)","Fossil Gas","17320.67"
"06/01/2026 10:15:00 - 06/01/2026 10:30:00","Germany (DE)","Fossil Gas","17320.03"
"06/01/2026 10:30:00 - 06/01/2026 10:45:00","Germany (DE)","Fossil Gas","17273.16"
"06/01/2026 10:45:00 - 06/01/2026 11:00:00","Germany (DE)","Fossil Gas","17330.07"
"06/01/2026 11:00:00 - 06/01/2026 11:15:00","Germany (DE)","Fossil Gas","17345.52"
"06/01/2026 11:15:00 - 06/01/2026 11:30:00","Germany (DE)","Fossil Gas","17328.63"
"06/01/2026 11:30:00 - 06/01/2026 11:45:00","Germany (DE)","Fossil Gas","17348.12"
"06/01/2026 11:45:00 - 06/01/2026 12:00:00","Germany (DE)","Fossil Gas","17383.53"
"06/01/2026 12:00:00 - 06/01/2026 12:15:00","Germany (DE)","Fossil Gas","17379.05"
"06/01/2026 12:15:00 - 06/01/2026 12:30:00","Germany (DE)","Fossil Gas","17375.77"
"06/01/2026 12:30:00 - 06/01/2026 12:45:00","Germany (DE)","Fossil Gas","17368.49"
"06/01/2026 12:45:00 - 06/01/2026 13:00:00","Germany (DE)","Fossil Gas","17365.56"
"06/01/2026 13:00:00 - 06/01/2026 13:15:00","Germany (DE)","Fossil Gas","17279.34"
"06/01/2026 13:15:00 - 06/01/2026 13:30:00","Germany (DE)","Fossil Gas","17290.23"
"06/01/2026 13:30:00 - 06/01/2026 13:45:00","Germany (DE)","Fossil Gas","17287.35"
"06/01/2026 13:45:00 - 06/01/2026 14:00:00","Germany (DE)","Fossil Gas","17337.09"
"06/01/2026 14:00:00 - 06/01/2026 14:15:00","Germany (DE)","Fossil Gas","17323.89"
"06/01/2026 14:15:00 - 06/01/2026 14:30:00","Germany (DE)","Fossil Gas","17326.26"
"06/01/2026 14:30:00 - 06/01/2026 14:45:00","Germany (DE)","Fossil Gas","17317.33"
"06/01/2026 14:45:00 - 06/01/2026 15:00:00","Germany (DE)","Fossil Gas","17332.40"
"06/01/2026 15:00:00 - 06/01/2026 15:15:00","Germany (DE)","Fossil Gas","17322.51"
"06/01/2026 15:15:00 - 06/01/2026 15:30:00","Germany (DE)","Fossil Gas","17327.58"
"06/01/2026 15:30:00 - 06/01/2026 15:45:00","Germany (DE)","Fossil Gas","17335.40"
"06/01/2026 15:45:00 - 06/01/2026 16:00:00","Germany (DE)","Fossil Gas","17355.52"
"06/01/2026 16:00:00 - 06/01/2026 16:15:00","Germany (DE)","Fossil Gas","17367.88"
"06/01/2026 16:15:00 - 06/01/2026 16:30:00","Germany (DE)","Fossil Gas","17382.30"
"06/01/2026 16:30:00 - 06/01/2026 16:45:00","Germany (DE)","Fossil Gas","17434.88"
"06/01/2026 16:45:00 - 06/01/2026 17:00:00","Germany (DE)","Fossil Gas","17476.32"
"06/01/2026 17:00:00 - 06/01/2026 17:15:00","Germany (DE)","Fossil Gas","17476.23"
"06/01/2026 17:15:00 - 06/01/2026 17:30:00","Germany (DE)","Fossil Gas","17530.89"
"06/01/2026 17:30:00 - 06/01/2026 17:45:00","Germany (DE)","Fossil Gas","17547.13"
"06/01/2026 17:45:00 - 06/01/2026 18:00:00","Germany (DE)","Fossil Gas","17512.19"
"06/01/2026 18:00:00 - 06/01/2026 18:15:00","Germany (DE)","Fossil Gas","17372.04"
"06/01/2026 18:15:00 - 06/01/2026 18:30:00","Germany (DE)","Fossil Gas","17349.10"
"06/01/2026 18:30:00 - 06/01/2026 18:45:00","Germany (DE)","Fossil Gas","17332.84"
"06/01/2026 18:45:00 - 06/01/2026 19:00:00","Germany (DE)","Fossil Gas","17318.03"
"06/01/2026 19:00:00 - 06/01/2026 19:15:00","Germany (DE)","Fossil Gas","17026.17"
"06/01/2026 19:15:00 - 06/01/2026 19:30:00","Germany (DE)","Fossil Gas","16699.15"
"06/01/2026 19:30:00 - 06/01/2026 19:45:00","Germany (DE)","Fossil Gas","16201.00"
"06/01/2026 19:45:00 - 06/01/2026 20:00:00","Germany (DE)","Fossil Gas","15913.93"
"06/01/2026 20:00:00 - 06/01/2026 20:15:00","Germany (DE)","Fossil Gas","15878.98"
"06/01/2026 20:15:00 - 06/01/2026 20:30:00","Germany (DE)","Fossil Gas","15829.32"
"06/01/2026 20:30:00 - 06/01/2026 20:45:00","Germany (DE)","Fossil Gas","15757.64"
"06/01/2026 20:45:00 - 06/01/2026 21:00:00","Germany (DE)","Fossil Gas","15646.81"
"06/01/2026 21:00:00 - 06/01/2026 21:15:00","Germany (DE)","Fossil Gas","15319.69"
"06/01/2026 21:15:00 - 06/01/2026 21:30:00","Germany (DE)","Fossil Gas","15333.89"
"06/01/2026 21:30:00 - 06/01/2026 21:45:00","Germany (DE)","Fossil Gas","15210.99"
"06/01/2026 21:45:00 - 06/01/2026 22:00:00","Germany (DE)","Fossil Gas","15010.48"
"06/01/2026 22:00:00 - 06/01/2026 22:15:00","Germany (DE)","Fossil Gas","14629.41"
"06/01/2026 22:15:00 - 06/01/2026 22:30:00","Germany (DE)","Fossil Gas","14589.68"
"06/01/2026 22:30:00 - 06/01/2026 22:45:00","Germany (DE)","Fossil Gas","14571.93"
"06/01/2026 22:45:00 - 06/01/2026 23:00:00","Germany (DE)","Fossil Gas","14534.48"
"06/01/2026 23:00:00 - 06/01/2026 23:15:00","Germany (DE)","Fossil Gas","14143.03"
"06/01/2026 23:15:00 - 06/01/2026 23:30:00","Germany (DE)","Fossil Gas","14068.26"
"06/01/2026 23:30:00 - 06/01/2026 23:45:00","Germany (DE)","Fossil Gas","13970.65"
"06/01/2026 23:45:00 - 07/01/2026 00:00:00","Germany (DE)","Fossil Gas","14046.44"
"01/01/2026 00:00:00 - 01/01/2026 00:15:00","Germany (DE)","Fossil Hard coal","4729.88"
"01/01/2026 00:15:00 - 01/01/2026 00:30:00","Germany (DE)","Fossil Hard coal","4556.34"
"01/01/2026 00:30:00 - 01/01/2026 00:45:00","Germany (DE)","Fossil Hard coal","4425.86"
"01/01/2026 00:45:00 - 01/01/2026 01:00:00","Germany (DE)","Fossil Hard coal","4410.48"
"01/01/2026 01:00:00 - 01/01/2026 01:15:00","Germany (DE)","Fossil Hard coal","4419.18"
"01/01/2026 01:15:00 - 01/01/2026 01:30:00","Germany (DE)","Fossil Hard coal","4440.34"
"01/01/2026 01:30:00 - 01/01/2026 01:45:00","Germany (DE)","Fossil Hard coal","4466.54"
"01/01/2026 01:45:00 - 01/01/2026 02:00:00","Germany (DE)","Fossil Hard coal","4472.26"
"01/01/2026 02:00:00 - 01/01/2026 02:15:00","Germany (DE)","Fossil Hard coal","4498.16"
"01/01/2026 02:15:00 - 01/01/2026 02:30:00","Germany (DE)","Fossil Hard coal","4520.52"
"01/01/2026 02:30:00 - 01/01/2026 02:45:00","Germany (DE)","Fossil Hard coal","4533.60"
"01/01/2026 02:45:00 - 01/01/2026 03:00:00","Germany (DE)","Fossil Hard coal","4516.53"
"01/01/2026 03:00:00 - 01/01/2026 03:15:00","Germany (DE)","Fossil Hard coal","4448.06"
"01/01/2026 03:15:00 - 01/01/2026 03:30:00","Germany (DE)","Fossil Hard coal","4392.44"
"01/01/2026 03:30:00 - 01/01/2026 03:45:00","Germany (DE)","Fossil Hard coal","4430.21"
"01/01/2026 03:45:00 - 01/01/2026 04:00:00","Germany (DE)","Fossil Hard coal","4445.71"
"01/01/2026 04:00:00 - 01/01/2026 04:15:00","Germany (DE)","Fossil Hard coal","4367.70"
"01/01/2026 04:15:00 - 01/01/2026 04:30:00","Germany (DE)","Fossil Hard coal","4405.55"
"01/01/2026 04:30:00 - 01/01/2026 04:45:00","Germany (DE)","Fossil Hard coal","4423.55"
"01/01/2026 04:45:00 - 01/01/2026 05:00:00","Germany (DE)","Fossil Hard coal","4410.63"
"01/01/2026 05:00:00 - 01/01/2026 05:15:00","Germany (DE)","Fossil Hard coal","4329.96"
"01/01/2026 05:15:00 - 01/01/2026 05:30:00","Germany (DE)","Fossil Hard coal","4320.47"
"01/01/2026 05:30:00 - 01/01/2026 05:45:00","Germany (DE)","Fossil Hard coal","4313.84"
"01/01/2026 05:45:00 - 01/01/2026 06:00:00","Germany (DE)","Fossil Hard coal","4300.83"
"01/01/2026 06:00:00 - 01/01/2026 06:15:00","Germany (DE)","Fossil Hard coal","4345.90"
"01/01/2026 06:15:00 - 01/01/2026 06:30:00","Germany (DE)","Fossil Hard coal","4332.67"
"01/01/2026 06:30:00 - 01/01/2026 06:45:00","Germany (DE)","Fossil Hard coal","4311.62"
"01/01/2026 06:45:00 - 01/01/2026 07:00:00","Germany (DE)","Fossil Hard coal","4300.47"
"01/01/2026 07:00:00 - 01/01/2026 07:15:00","Germany (DE)","Fossil Hard coal","4309.87"
"01/01/2026 07:15:00 - 01/01/2026 07:30:00","Germany (DE)","Fossil Hard coal","4300.56"
"01/01/2026 07:30:00 - 01/01/2026 07:45:00","Germany (DE)","Fossil Hard coal","4282.39"
"01/01/2026 07:45:00 - 01/01/2026 08:00:00","Germany (DE)","Fossil Hard coal","4228.11"
"01/01/2026 08:00:00 - 01/01/2026 08:15:00","Germany (DE)","Fossil Hard coal","4169.78"
"01/01/2026 08:15:00 - 01/01/2026 08:30:00","Germany (DE)","Fossil Hard coal","4192.97"
"01/01/2026 08:30:00 - 01/01/2026 08:45:00","Germany (DE)","Fossil Hard coal","4287.94"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Germany (DE)","Fossil Hard coal","4391.76"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Germany (DE)","Fossil Hard coal","4438.37"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Germany (DE)","Fossil Hard coal","4447.97"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Germany (DE)","Fossil Hard coal","4453.80"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Germany (DE)","Fossil Hard coal","4395.80"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Germany (DE)","Fossil Hard coal","4392.64"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Germany (DE)","Fossil Hard coal","4372.91"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Germany (DE)","Fossil Hard coal","4396.84"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Germany (DE)","Fossil Hard coal","4398.76"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Germany (DE)","Fossil Hard coal","4230.02"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Germany (DE)","Fossil Hard coal","4109.16"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Germany (DE)","Fossil Hard coal","4053.67"
"01/01/2026 11:45:00 - 01/01/2026 12:00:00","Germany (DE)","Fossil Hard coal","4004.75"
"01/01/2026 12:00:00 - 01/01/2026 12:15:00","Germany (DE)","Fossil Hard coal","3970.77"
"01/01/2026 12:15:00 - 01/01/2026 12:30:00","Germany (DE)","Fossil Hard coal","4010.74"
"01/01/2026 12:30:00 - 01/01/2026 12:45:00","Germany (DE)","Fossil Hard coal","4046.18"
"01/01/2026 12:45:00 - 01/01/2026 13:00:00","Germany (DE)","Fossil Hard coal","3994.29"
